Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-08-11 00:00:00-04:00,106.12249155333429,106.53861751619799,104.5570566731654,104.85429382324219,13570700,0.0,0.0,XOM
2025-08-12 00:00:00-04:00,105.35958274962225,106.29091873251527,104.80474815167125,105.15151977539062,14109400,0.0,0.0,XOM
2025-08-13 00:00:00-04:00,105.02272403848534,106.60797119140625,104.7651190139311,106.60797119140625,17958700,0.0,0.0,XOM
2025-08-14 00:00:00-04:00,106.55843780689786,106.59806237195738,105.4586709296543,106.38999938964844,13683500,0.0,0.0,XOM
2025-08-15 00:00:00-04:00,106.19000244140625,107.55999755859375,105.94999694824219,106.48999786376953,19271900,0.99,0.0,XOM
2025-08-18 00:00:00-04:00,106.0999984741211,107.2300033569336,105.66999816894531,106.72000122070312,13040000,0.0,0.0,XOM
2025-08-19 00:00:00-04:00,106.19999694824219,107.45999908447266,106.1500015258789,107.41999816894531,16113600,0.0,0.0,XOM
2025-08-20 00:00:00-04:00,107.87999725341797,109.33000183105469,107.68000030517578,108.52999877929688,18959700,0.0,0.0,XOM
2025-08-21 00:00:00-04:00,108.41999816894531,109.56999969482422,107.95999908447266,109.2300033569336,12194900,0.0,0.0,XOM
2025-08-22 00:00:00-04:00,109.5999984741211,111.41000366210938,109.5999984741211,111.27999877929688,13586700,0.0,0.0,XOM
2025-08-25 00:00:00-04:00,110.9000015258789,111.91999816894531,110.54000091552734,111.73999786376953,9744900,0.0,0.0,XOM
2025-08-26 00:00:00-04:00,111.37000274658203,111.80999755859375,110.36000061035156,111.48999786376953,18143900,0.0,0.0,XOM
2025-08-27 00:00:00-04:00,111.41999816894531,112.9800033569336,111.41999816894531,112.75,15262600,0.0,0.0,XOM
2025-08-28 00:00:00-04:00,112.87000274658203,113.6500015258789,112.06999969482422,113.3499984741211,14189800,0.0,0.0,XOM
2025-08-29 00:00:00-04:00,113.72000122070312,114.79000091552734,113.58000183105469,114.29000091552734,14597900,0.0,0.0,XOM
2025-09-02 00:00:00-04:00,114.18000030517578,115.23999786376953,113.33000183105469,114.69000244140625,15206700,0.0,0.0,XOM
2025-09-03 00:00:00-04:00,113.97000122070312,114.43000030517578,111.45999908447266,111.91000366210938,14920100,0.0,0.0,XOM
2025-09-04 00:00:00-04:00,112.11000061035156,113.12999725341797,111.37999725341797,112.4000015258789,12864400,0.0,0.0,XOM
2025-09-05 00:00:00-04:00,111.5999984741211,111.77999877929688,109.0199966430664,109.2300033569336,16826700,0.0,0.0,XOM
2025-09-08 00:00:00-04:00,109.7300033569336,110.05000305175781,108.3499984741211,109.8499984741211,15440500,0.0,0.0,XOM
2025-09-09 00:00:00-04:00,110.52999877929688,112.51000213623047,110.52999877929688,110.6500015258789,14899500,0.0,0.0,XOM
2025-09-10 00:00:00-04:00,111.16000366210938,112.55500030517578,110.83999633789062,112.5,11374313,0.0,0.0,XOM
2025-08-11 00:00:00-04:00,153.6297810458151,154.21328182053387,151.30566241927855,151.76058959960938,6169700,0.0,0.0,CVX
2025-08-12 00:00:00-04:00,152.3935475945446,154.33197567900228,151.6715887309426,152.7397003173828,6641600,0.0,0.0,CVX
2025-08-13 00:00:00-04:00,152.8682703328382,154.2924039905821,152.50233358249503,154.15394592285156,6581900,0.0,0.0,CVX
2025-08-14 00:00:00-04:00,153.98581518865558,153.98581518865558,152.4034394702957,153.45176696777344,7337300,0.0,0.0,CVX
2025-08-15 00:00:00-04:00,153.7682347407571,156.7945431780209,153.58032413608566,154.8264617919922,11617000,0.0,0.0,CVX
2025-08-18 00:00:00-04:00,154.41109578133654,154.76713297462337,153.04628402527072,153.61001586914062,8174300,0.0,0.0,CVX
2025-08-19 00:00:00-04:00,153.4600067138672,153.94000244140625,151.85000610351562,152.0,8567500,1.71,0.0,CVX
2025-08-20 00:00:00-04:00,152.4199981689453,153.49000549316406,151.92999267578125,153.22000122070312,8076300,0.0,0.0,CVX
2025-08-21 00:00:00-04:00,152.82000732421875,155.6699981689453,152.72999572753906,155.5500030517578,7533600,0.0,0.0,CVX
2025-08-22 00:00:00-04:00,155.32000732421875,158.7899932861328,155.32000732421875,158.17999267578125,9084300,0.0,0.0,CVX
2025-08-25 00:00:00-04:00,157.89999389648438,158.32000732421875,157.1699981689453,158.1999969482422,7030000,0.0,0.0,CVX
2025-08-26 00:00:00-04:00,157.50999450683594,160.0,156.5500030517578,157.36000061035156,10270000,0.0,0.0,CVX
